DATA_INICIAL,DATA FINAL,REGIAO,ESTADO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO,MES,ANO
19/03/2017,25/03/2017,CENTRO OESTE,GOIAS,GLP,277,R$/13Kg,57.592,3.516,50,68,7.59,0.061,50.002,1.744,46.75,54.4,0.035,3,2017
19/03/2017,25/03/2017,NORDESTE,MARANHAO,GLP,101,R$/13Kg,51.861,8.084,39.99,68,12.176,0.156,39.685,3.393,34.5,47.8,0.085,3,2017
19/03/2017,25/03/2017,CENTRO OESTE,MATO GROSSO,GLP,134,R$/13Kg,76.411,6.787,55,90,18.062,0.089,58.349,9.038,40,65,0.155,3,2017
19/03/2017,25/03/2017,CENTRO OESTE,MATO GROSSO DO SUL,GLP,162,R$/13Kg,62.532,5.666,45,70,16.565,0.091,45.967,3.994,33,60,0.087,3,2017
19/03/2017,25/03/2017,SUDESTE,MINAS GERAIS,GLP,620,R$/13Kg,60.23,5.68,45,78,18.262,0.094,41.968,5.431,33.03,60,0.129,3,2017
19/03/2017,25/03/2017,NORTE,PARA,GLP,194,R$/13Kg,60.82,7.578,41,78,15.974,0.125,44.846,4.657,35,54,0.104,3,2017
19/03/2017,25/03/2017,NORDESTE,PARAIBA,GLP,81,R$/13Kg,51.436,3.994,45,64,11.537,0.078,39.899,5.863,28.1,50,0.147,3,2017
19/03/2017,25/03/2017,SUL,PARANA,GLP,534,R$/13Kg,58.13,6.753,40,75,17.179,0.116,40.951,5.029,32.64,59,0.123,3,2017
19/03/2017,25/03/2017,NORDESTE,PERNAMBUCO,GLP,217,R$/13Kg,50.223,4.441,40,65,13.972,0.088,36.251,3.244,28.5,43,0.089,3,2017
19/03/2017,25/03/2017,NORDESTE,PIAUI,GLP,57,R$/13Kg,56.819,4.399,48,67,17.149,0.077,39.67,3.62,32.73,41.9,0.091,3,2017
19/03/2017,25/03/2017,SUDESTE,RIO DE JANEIRO,GLP,268,R$/13Kg,52.52,5.637,39.9,70,16.393,0.107,36.127,3.873,26.9,51.47,0.107,3,2017
19/03/2017,25/03/2017,NORDESTE,RIO GRANDE DO NORTE,GLP,63,R$/13Kg,57.212,2.192,50,60,20.916,0.038,36.296,2.098,33.98,42.9,0.058,3,2017
19/03/2017,25/03/2017,SUL,RIO GRANDE DO SUL,GLP,442,R$/13Kg,56.775,5.781,38.9,75,19.16,0.102,37.615,6.14,26.3613,56,0.163,3,2017
19/03/2017,25/03/2017,NORTE,RONDONIA,GLP,83,R$/13Kg,61.949,4.771,52,70,13.665,0.077,48.284,5.884,37.9,61,0.122,3,2017
19/03/2017,25/03/2017,NORTE,RORAIMA,GLP,24,R$/13Kg,62.833,1.81,60,67,10.443,0.029,52.39,0,52.39,52.39,0,3,2017
19/03/2017,25/03/2017,SUL,SANTA CATARINA,GLP,103,R$/13Kg,54.545,5.506,45,68,16.908,0.101,37.637,4.121,32.1,52,0.109,3,2017
19/03/2017,25/03/2017,SUDESTE,SAO PAULO,GLP,1217,R$/13Kg,52.84,5.358,35,71,16.92,0.101,35.92,4.085,25,53,0.114,3,2017
19/03/2017,25/03/2017,NORDESTE,SERGIPE,GLP,29,R$/13Kg,58.918,3.586,50,65,18.06,0.061,40.858,4.664,33.97,47,0.114,3,2017
19/03/2017,25/03/2017,NORTE,TOCANTINS,GLP,86,R$/13Kg,69.732,3.369,60,75,24.071,0.048,45.661,5.734,39,55,0.126,3,2017
19/03/2017,25/03/2017,NORDESTE,ALAGOAS,GNV,4,R$/m3,2.49,0.152,2.48,2.79,,0.061,,,,,,3,2017
19/03/2017,25/03/2017,NORDESTE,BAHIA,GNV,17,R$/m3,2.221,0.143,1.99,2.59,0.554,0.064,1.667,0.222,1.2243,1.7721,0.133,3,2017
19/03/2017,25/03/2017,NORDESTE,CEARA,GNV,19,R$/m3,2.74,0.069,2.55,2.799,0.769,0.025,1.971,0.008,1.965,1.985,0.004,3,2017
19/03/2017,25/03/2017,SUDESTE,ESPIRITO SANTO,GNV,11,R$/m3,2.286,0.16,2.199,2.69,0.886,0.07,1.4,0.031,1.3793,1.4327,0.022,3,2017
19/03/2017,25/03/2017,CENTRO OESTE,MATO GROSSO,GNV,1,R$/m3,2.699,0,2.699,2.699,,0,,,,,,3,2017
19/03/2017,25/03/2017,CENTRO OESTE,MATO GROSSO DO SUL,GNV,1,R$/m3,2.299,0,2.299,2.299,,0,,,,,,3,2017
19/03/2017,25/03/2017,SUDESTE,MINAS GERAIS,GNV,2,R$/m3,2.668,0.327,2.437,2.899,,0.123,,,,,,3,2017
19/03/2017,25/03/2017,NORDESTE,PARAIBA,GNV,8,R$/m3,2.575,0.187,2.469,2.97,0.559,0.073,2.016,0.132,1.84,2.0795,0.065,3,2017
19/03/2017,25/03/2017,SUL,PARANA,GNV,4,R$/m3,2.436,0.085,2.4,2.599,,0.035,,,,,,3,2017
19/03/2017,25/03/2017,NORDESTE,PERNAMBUCO,GNV,17,R$/m3,2.197,0.008,2.169,2.2,0.591,0.004,1.606,0,1.606,1.606,0,3,2017
19/03/2017,25/03/2017,SUDESTE,RIO DE JANEIRO,GNV,106,R$/m3,2.235,0.225,1.899,2.999,0.651,0.101,1.584,0.124,1.42,1.8437,0.078,3,2017
19/03/2017,25/03/2017,NORDESTE,RIO GRANDE DO NORTE,GNV,12,R$/m3,2.484,0.117,2.399,2.82,0.789,0.047,1.695,0,1.695,1.695,0,3,2017
19/03/2017,25/03/2017,SUL,RIO GRANDE DO SUL,GNV,17,R$/m3,2.691,0.122,2.499,2.999,1.081,0.045,1.61,0.447,1.5194,2.2988,0.278,3,2017
19/03/2017,25/03/2017,SUL,SANTA CATARINA,GNV,23,R$/m3,1.952,0.113,1.849,2.199,,0.058,,,,,,3,2017
19/03/2017,25/03/2017,SUDESTE,SAO PAULO,GNV,49,R$/m3,2.078,0.179,1.849,2.699,0.404,0.086,1.674,0.212,1.3092,1.8312,0.127,3,2017
19/03/2017,25/03/2017,NORDESTE,SERGIPE,GNV,3,R$/m3,2.489,0.011,2.48,2.499,0.949,0.004,1.54,0,1.5399,1.5399,0,3,2017
26/03/2017,01/04/2017,NORTE,ACRE,ETANOL HIDRATADO,16,R$/l,3.695,0.185,3.15,4.09,0.57,0.05,3.125,0.176,2.7653,3.304,0.056,3,2017
26/03/2017,01/04/2017,NORDESTE,ALAGOAS,ETANOL HIDRATADO,53,R$/l,3.217,0.153,2.999,3.56,0.321,0.048,2.896,0.226,2.0762,3.1952,0.078,3,2017
26/03/2017,01/04/2017,NORTE,AMAPA,ETANOL HIDRATADO,1,R$/l,3.89,0,3.89,3.89,,0,,,,,,3,2017
26/03/2017,01/04/2017,NORTE,AMAZONAS,ETANOL HIDRATADO,38,R$/l,3.287,0.207,3.09,3.85,0.35,0.063,2.937,0.15,2.7175,3.3,0.051,3,2017
26/03/2017,01/04/2017,NORDESTE,BAHIA,ETANOL HIDRATADO,318,R$/l,3.132,0.184,2.699,3.798,0.47,0.059,2.662,0.114,2.4249,3.1043,0.043,3,2017
26/03/2017,01/04/2017,NORDESTE,CEARA,ETANOL HIDRATADO,185,R$/l,3.177,0.109,2.94,3.59,0.43,0.034,2.747,0.117,2.5639,3.0167,0.043,3,2017
26/03/2017,01/04/2017,CENTRO OESTE,DISTRITO FEDERAL,ETANOL HIDRATADO,32,R$/l,3.347,0.14,2.999,3.579,0.517,0.042,2.83,0.144,2.671,3.0404,0.051,3,2017
26/03/2017,01/04/2017,SUDESTE,ESPIRITO SANTO,ETANOL HIDRATADO,70,R$/l,3.412,0.152,2.99,3.89,0.469,0.045,2.943,0.147,2.77,3.2208,0.05,3,2017
26/03/2017,01/04/2017,CENTRO OESTE,GOIAS,ETANOL HIDRATADO,217,R$/l,2.844,0.155,2.369,3.19,0.353,0.055,2.491,0.102,2.2889,2.7254,0.041,3,2017
26/03/2017,01/04/2017,NORDESTE,MARANHAO,ETANOL HIDRATADO,50,R$/l,3.332,0.161,2.99,3.7,0.266,0.048,3.066,0.184,2.7566,3.2902,0.06,3,2017
26/03/2017,01/04/2017,CENTRO OESTE,MATO GROSSO,ETANOL HIDRATADO,138,R$/l,2.6,0.163,2.31,3.3,0.381,0.063,2.219,0.073,2.1,2.4574,0.033,3,2017
26/03/2017,01/04/2017,CENTRO OESTE,MATO GROSSO DO SUL,ETANOL HIDRATADO,82,R$/l,3.103,0.114,2.839,3.47,0.346,0.037,2.757,0.178,2.3861,3.028,0.065,3,2017
26/03/2017,01/04/2017,SUDESTE,MINAS GERAIS,ETANOL HIDRATADO,603,R$/l,2.728,0.184,2.37,3.499,0.377,0.067,2.351,0.142,2.0047,2.7743,0.06,3,2017
26/03/2017,01/04/2017,NORTE,PARA,ETANOL HIDRATADO,45,R$/l,3.7,0.168,3.399,3.999,0.434,0.045,3.266,0.16,2.8738,3.427,0.049,3,2017
26/03/2017,01/04/2017,NORDESTE,PARAIBA,ETANOL HIDRATADO,55,R$/l,2.951,0.141,2.729,3.299,0.293,0.048,2.658,0.068,2.5399,2.7701,0.026,3,2017
26/03/2017,01/04/2017,SUL,PARANA,ETANOL HIDRATADO,366,R$/l,2.725,0.15,2.39,3.26,0.375,0.055,2.35,0.122,2.0438,2.7985,0.052,3,2017
26/03/2017,01/04/2017,NORDESTE,PERNAMBUCO,ETANOL HIDRATADO,175,R$/l,2.885,0.172,2.64,3.55,0.292,0.06,2.593,0.154,2.4257,3.3201,0.059,3,2017
26/03/2017,01/04/2017,NORDESTE,PIAUI,ETANOL HIDRATADO,42,R$/l,3.093,0.141,2.989,3.4,0.432,0.046,2.661,0.09,2.5401,2.7945,0.034,3,2017
26/03/2017,01/04/2017,SUDESTE,RIO DE JANEIRO,ETANOL HIDRATADO,397,R$/l,3.386,0.245,2.79,3.999,0.549,0.072,2.837,0.195,2.4215,3.3808,0.069,3,2017
26/03/2017,01/04/2017,NORDESTE,RIO GRANDE DO NORTE,ETANOL HIDRATADO,57,R$/l,3.16,0.076,2.99,3.29,0.312,0.024,2.848,0.11,2.6738,2.9684,0.039,3,2017
26/03/2017,01/04/2017,SUL,RIO GRANDE DO SUL,ETANOL HIDRATADO,219,R$/l,3.705,0.226,3.069,4.399,0.562,0.061,3.143,0.249,2.7383,3.7687,0.079,3,2017
26/03/2017,01/04/2017,NORTE,RONDONIA,ETANOL HIDRATADO,37,R$/l,3.518,0.211,3.19,4.02,0.437,0.06,3.081,0.122,2.962,3.3366,0.04,3,2017
26/03/2017,01/04/2017,NORTE,RORAIMA,ETANOL HIDRATADO,1,R$/l,3.75,0,3.75,3.75,0.432,0,3.318,0,3.318,3.318,0,3,2017
26/03/2017,01/04/2017,SUL,SANTA CATARINA,ETANOL HIDRATADO,186,R$/l,3.404,0.213,2.998,3.99,0.456,0.063,2.948,0.191,2.6542,3.3684,0.065,3,2017
26/03/2017,01/04/2017,SUDESTE,SAO PAULO,ETANOL HIDRATADO,1644,R$/l,2.497,0.195,1.999,3.399,0.382,0.078,2.115,0.107,1.8503,2.8371,0.051,3,2017
26/03/2017,01/04/2017,NORDESTE,SERGIPE,ETANOL HIDRATADO,24,R$/l,3.123,0.105,2.98,3.299,0.316,0.034,2.807,0.068,2.656,2.8845,0.024,3,2017
26/03/2017,01/04/2017,NORTE,TOCANTINS,ETANOL HIDRATADO,37,R$/l,3.415,0.11,3.19,3.659,0.53,0.032,2.885,0.138,2.69,3.0718,0.048,3,2017
26/03/2017,01/04/2017,NORTE,ACRE,ÓLEO DIESEL,28,R$/l,3.708,0.251,3.58,4.22,0.727,0.068,2.981,0.115,2.8284,3.2046,0.039,3,2017
26/03/2017,01/04/2017,NORDESTE,ALAGOAS,ÓLEO DIESEL,42,R$/l,3.075,0.119,2.8,3.42,0.449,0.039,2.626,0.092,2.5079,2.8602,0.035,3,2017
26/03/2017,01/04/2017,NORTE,AMAPA,ÓLEO DIESEL,18,R$/l,3.611,0.122,3.35,3.75,0.462,0.034,3.149,0.004,3.1412,3.1534,0.001,3,2017
26/03/2017,01/04/2017,NORTE,AMAZONAS,ÓLEO DIESEL,47,R$/l,3.239,0.202,3.05,3.7,0.487,0.062,2.752,0.112,2.5774,3.135,0.041,3,2017
26/03/2017,01/04/2017,NORDESTE,BAHIA,ÓLEO DIESEL,233,R$/l,2.979,0.156,2.61,3.649,0.458,0.052,2.521,0.078,2.385,2.75,0.031,3,2017
26/03/2017,01/04/2017,NORDESTE,CEARA,ÓLEO DIESEL,86,R$/l,3.152,0.072,2.98,3.34,0.428,0.023,2.724,0.083,2.58,2.885,0.03,3,2017
26/03/2017,01/04/2017,CENTRO OESTE,DISTRITO FEDERAL,ÓLEO DIESEL,15,R$/l,3.207,0.175,2.999,3.49,0.468,0.055,2.739,0.061,2.6508,2.8176,0.022,3,2017
26/03/2017,01/04/2017,SUDESTE,ESPIRITO SANTO,ÓLEO DIESEL,83,R$/l,3.084,0.111,2.76,3.32,0.487,0.036,2.597,0.073,2.406,2.7531,0.028,3,2017
26/03/2017,01/04/2017,CENTRO OESTE,GOIAS,ÓLEO DIESEL,174,R$/l,3.117,0.099,2.88,3.49,0.299,0.032,2.818,0.072,2.6498,2.899,0.026,3,2017
26/03/2017,01/04/2017,NORDESTE,MARANHAO,ÓLEO DIESEL,84,R$/l,3.001,0.134,2.79,3.399,0.439,0.045,2.562,0.08,2.4179,2.7077,0.031,3,2017
26/03/2017,01/04/2017,CENTRO OESTE,MATO GROSSO,ÓLEO DIESEL,90,R$/l,3.355,0.163,2.99,3.65,0.512,0.049,2.843,0.114,2.59,3.0975,0.04,3,2017
26/03/2017,01/04/2017,CENTRO OESTE,MATO GROSSO DO SUL,ÓLEO DIESEL,61,R$/l,3.379,0.126,2.989,3.58,0.438,0.037,2.941,0.118,2.654,3.0965,0.04,3,2017
26/03/2017,01/04/2017,SUDESTE,MINAS GERAIS,ÓLEO DIESEL,447,R$/l,3.01,0.126,2.677,3.55,0.377,0.042,2.633,0.077,2.451,2.8757,0.029,3,2017
26/03/2017,01/04/2017,NORTE,PARA,ÓLEO DIESEL,82,R$/l,3.29,0.189,2.87,3.79,0.619,0.057,2.671,0.074,2.5874,2.869,0.028,3,2017
26/03/2017,01/04/2017,NORDESTE,PARAIBA,ÓLEO DIESEL,42,R$/l,2.978,0.115,2.799,3.29,0.399,0.039,2.579,0.071,2.4503,2.7059,0.028,3,2017
26/03/2017,01/04/2017,SUL,PARANA,ÓLEO DIESEL,238,R$/l,2.837,0.117,2.55,3.29,0.409,0.041,2.428,0.086,2.233,2.66,0.035,3,2017
26/03/2017,01/04/2017,NORDESTE,PERNAMBUCO,ÓLEO DIESEL,43,R$/l,2.943,0.098,2.76,3.19,0.421,0.033,2.522,0.142,2.4072,2.8029,0.056,3,2017
26/03/2017,01/04/2017,NORDESTE,PIAUI,ÓLEO DIESEL,38,R$/l,3.031,0.081,2.96,3.25,0.383,0.027,2.648,0.052,2.5688,2.7704,0.02,3,2017
26/03/2017,01/04/2017,SUDESTE,RIO DE JANEIRO,ÓLEO DIESEL,236,R$/l,3.12,0.156,2.799,3.69,0.475,0.05,2.645,0.109,2.48,3.113,0.041,3,2017
26/03/2017,01/04/2017,NORDESTE,RIO GRANDE DO NORTE,ÓLEO DIESEL,48,R$/l,3.09,0.076,2.98,3.19,0.334,0.025,2.756,0.059,2.6379,2.837,0.021,3,2017
26/03/2017,01/04/2017,SUL,RIO GRANDE DO SUL,ÓLEO DIESEL,234,R$/l,2.939,0.163,2.598,3.59,0.49,0.055,2.449,0.087,2.2703,2.7241,0.036,3,2017
26/03/2017,01/04/2017,NORTE,RONDONIA,ÓLEO DIESEL,66,R$/l,3.266,0.106,3.07,3.66,0.501,0.032,2.765,0.067,2.66,2.899,0.024,3,2017
26/03/2017,01/04/2017,NORTE,RORAIMA,ÓLEO DIESEL,8,R$/l,3.323,0.094,3.24,3.52,0.657,0.028,2.666,0.079,2.54,2.8022,0.03,3,2017
26/03/2017,01/04/2017,SUL,SANTA CATARINA,ÓLEO DIESEL,119,R$/l,2.991,0.143,2.678,3.599,0.521,0.048,2.47,0.07,2.3425,2.652,0.028,3,2017
26/03/2017,01/04/2017,SUDESTE,SAO PAULO,ÓLEO DIESEL,890,R$/l,2.939,0.134,2.59,3.499,0.419,0.046,2.52,0.09,2.24,2.859,0.036,3,2017
26/03/2017,01/04/2017,NORDESTE,SERGIPE,ÓLEO DIESEL,22,R$/l,2.97,0.099,2.85,3.199,0.39,0.033,2.58,0.045,2.53,2.6499,0.017,3,2017
26/03/2017,01/04/2017,NORTE,TOCANTINS,ÓLEO DIESEL,30,R$/l,2.989,0.211,2.699,3.61,0.493,0.071,2.496,0.05,2.41,2.5514,0.02,3,2017
26/03/2017,01/04/2017,NORTE,ACRE,ÓLEO DIESEL S10,25,R$/l,3.986,0.197,3.68,4.26,0.823,0.049,3.163,0.109,2.9066,3.2992,0.034,3,2017
26/03/2017,01/04/2017,NORDESTE,ALAGOAS,ÓLEO DIESEL S10,44,R$/l,3.171,0.113,3.03,3.51,0.453,0.036,2.718,0.084,2.5532,2.9319,0.031,3,2017
26/03/2017,01/04/2017,NORTE,AMAPA,ÓLEO DIESEL S10,14,R$/l,4.027,0.072,3.95,4.19,0.518,0.018,3.509,0.055,3.4541,3.5783,0.016,3,2017
26/03/2017,01/04/2017,NORTE,AMAZONAS,ÓLEO DIESEL S10,47,R$/l,3.359,0.218,3.099,3.85,0.523,0.065,2.836,0.091,2.6906,3.05,0.032,3,2017
26/03/2017,01/04/2017,NORDESTE,BAHIA,ÓLEO DIESEL S10,261,R$/l,3.081,0.185,2.75,3.899,0.432,0.06,2.649,0.099,2.48,3.06,0.037,3,2017
26/03/2017,01/04/2017,NORDESTE,CEARA,ÓLEO DIESEL S10,179,R$/l,3.302,0.08,2.959,3.49,0.427,0.024,2.875,0.08,2.667,2.9989,0.028,3,2017
26/03/2017,01/04/2017,CENTRO OESTE,DISTRITO FEDERAL,ÓLEO DIESEL S10,27,R$/l,3.421,0.119,3.179,3.609,0.546,0.035,2.875,0.073,2.7415,2.9681,0.025,3,2017
26/03/2017,01/04/2017,SUDESTE,ESPIRITO SANTO,ÓLEO DIESEL S10,72,R$/l,3.147,0.115,2.89,3.49,0.434,0.037,2.713,0.083,2.427,2.851,0.031,3,2017
26/03/2017,01/04/2017,CENTRO OESTE,GOIAS,ÓLEO DIESEL S10,113,R$/l,3.267,0.113,2.999,3.59,0.343,0.035,2.924,0.049,2.8498,3.0198,0.017,3,2017
26/03/2017,01/04/2017,NORDESTE,MARANHAO,ÓLEO DIESEL S10,100,R$/l,3.096,0.125,2.799,3.36,0.474,0.04,2.622,0.083,2.4701,2.759,0.032,3,2017
26/03/2017,01/04/2017,CENTRO OESTE,MATO GROSSO,ÓLEO DIESEL S10,104,R$/l,3.461,0.166,3.1,3.8,0.552,0.048,2.909,0.116,2.66,3.15,0.04,3,2017
26/03/2017,01/04/2017,CENTRO OESTE,MATO GROSSO DO SUL,ÓLEO DIESEL S10,69,R$/l,3.512,0.129,3.089,3.699,0.465,0.037,3.047,0.109,2.742,3.1562,0.036,3,2017
26/03/2017,01/04/2017,SUDESTE,MINAS GERAIS,ÓLEO DIESEL S10,393,R$/l,3.146,0.123,2.87,3.65,0.397,0.039,2.749,0.085,2.548,3.0089,0.031,3,2017
26/03/2017,01/04/2017,NORTE,PARA,ÓLEO DIESEL S10,100,R$/l,3.373,0.2,2.91,3.85,0.597,0.059,2.776,0.143,2.6034,3.2845,0.052,3,2017
26/03/2017,01/04/2017,NORDESTE,PARAIBA,ÓLEO DIESEL S10,38,R$/l,3.063,0.108,2.959,3.399,0.421,0.035,2.642,0.066,2.54,2.7587,0.025,3,2017
26/03/2017,01/04/2017,SUL,PARANA,ÓLEO DIESEL S10,268,R$/l,2.964,0.123,2.65,3.41,0.441,0.041,2.523,0.097,2.3,2.7382,0.038,3,2017
26/03/2017,01/04/2017,NORDESTE,PERNAMBUCO,ÓLEO DIESEL S10,182,R$/l,2.915,0.118,2.589,3.31,0.387,0.04,2.528,0.121,2.4,2.9193,0.048,3,2017
26/03/2017,01/04/2017,NORDESTE,PIAUI,ÓLEO DIESEL S10,53,R$/l,3.21,0.11,3.03,3.55,0.42,0.034,2.79,0.056,2.6509,2.8498,0.02,3,2017
26/03/2017,01/04/2017,SUDESTE,RIO DE JANEIRO,ÓLEO DIESEL S10,296,R$/l,3.305,0.168,2.899,3.85,0.51,0.051,2.795,0.123,2.526,3.2303,0.044,3,2017
26/03/2017,01/04/2017,NORDESTE,RIO GRANDE DO NORTE,ÓLEO DIESEL S10,52,R$/l,3.286,0.059,3.15,3.39,0.387,0.018,2.899,0.066,2.7895,2.9987,0.023,3,2017
26/03/2017,01/04/2017,SUL,RIO GRANDE DO SUL,ÓLEO DIESEL S10,277,R$/l,3.141,0.158,2.7,3.79,0.558,0.05,2.583,0.083,2.3703,2.7405,0.032,3,2017
26/03/2017,01/04/2017,NORTE,RONDONIA,ÓLEO DIESEL S10,60,R$/l,3.38,0.117,3.1,3.76,0.511,0.035,2.869,0.072,2.71,2.989,0.025,3,2017
26/03/2017,01/04/2017,NORTE,RORAIMA,ÓLEO DIESEL S10,9,R$/l,3.402,0.104,3.28,3.62,0.698,0.031,2.704,0.087,2.54,2.8725,0.032,3,2017
26/03/2017,01/04/2017,SUL,SANTA CATARINA,ÓLEO DIESEL S10,196,R$/l,3.094,0.15,2.779,3.698,0.502,0.048,2.592,0.083,2.475,2.76,0.032,3,2017
26/03/2017,01/04/2017,SUDESTE,SAO PAULO,ÓLEO DIESEL S10,1157,R$/l,3.084,0.143,2.699,3.599,0.449,0.046,2.635,0.104,2.38,2.9067,0.039,3,2017
26/03/2017,01/04/2017,NORDESTE,SERGIPE,ÓLEO DIESEL S10,34,R$/l,3.074,0.125,2.949,3.369,0.396,0.041,2.678,0.046,2.61,2.7693,0.017,3,2017
26/03/2017,01/04/2017,NORTE,TOCANTINS,ÓLEO DIESEL S10,38,R$/l,3.066,0.218,2.799,3.92,0.541,0.071,2.525,0.06,2.45,2.6555,0.024,3,2017
26/03/2017,01/04/2017,NORTE,ACRE,GASOLINA COMUM,31,R$/l,4.243,0.242,4.12,4.7,0.661,0.057,3.582,0.108,3.4475,3.7998,0.03,3,2017
26/03/2017,01/04/2017,NORDESTE,ALAGOAS,GASOLINA COMUM,63,R$/l,3.841,0.114,3.549,4.09,0.649,0.03,3.192,0.078,3.0436,3.3616,0.024,3,2017
26/03/2017,01/04/2017,NORTE,AMAPA,GASOLINA COMUM,19,R$/l,3.656,0.123,3.53,3.89,0.358,0.034,3.298,0.033,3.2537,3.3355,0.01,3,2017
26/03/2017,01/04/2017,NORTE,AMAZONAS,GASOLINA COMUM,72,R$/l,3.88,0.224,3.72,4.5,0.734,0.058,3.146,0.155,2.9926,3.5844,0.049,3,2017
26/03/2017,01/04/2017,NORDESTE,BAHIA,GASOLINA COMUM,327,R$/l,3.808,0.138,3.25,4.298,0.639,0.036,3.169,0.086,3.04,3.52,0.027,3,2017
26/03/2017,01/04/2017,NORDESTE,CEARA,GASOLINA COMUM,205,R$/l,3.753,0.136,3.459,4.109,0.359,0.036,3.394,0.064,3.273,3.582,0.019,3,2017
26/03/2017,01/04/2017,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,34,R$/l,3.553,0.14,3.419,3.889,0.317,0.039,3.236,0.036,3.1549,3.3024,0.011,3,2017
26/03/2017,01/04/2017,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,118,R$/l,3.665,0.166,3.39,4.02,0.45,0.045,3.215,0.064,3.0485,3.3582,0.02,3,2017
26/03/2017,01/04/2017,CENTRO OESTE,GOIAS,GASOLINA COMUM,209,R$/l,3.837,0.123,3.49,4.13,0.484,0.032,3.353,0.063,3.1987,3.409,0.019,3,2017
26/03/2017,01/04/2017,NORDESTE,MARANHAO,GASOLINA COMUM,124,R$/l,3.537,0.187,3.299,4,0.483,0.053,3.054,0.123,2.8681,3.304,0.04,3,2017
26/03/2017,01/04/2017,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,137,R$/l,3.695,0.159,3.499,4.3,0.537,0.043,3.158,0.077,3.054,3.4346,0.024,3,2017
26/03/2017,01/04/2017,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,82,R$/l,3.598,0.179,3.409,3.999,0.387,0.05,3.211,0.064,2.952,3.34,0.02,3,2017
26/03/2017,01/04/2017,SUDESTE,MINAS GERAIS,GASOLINA COMUM,596,R$/l,3.71,0.166,3.299,4.149,0.423,0.045,3.287,0.088,3.0198,3.57,0.027,3,2017
26/03/2017,01/04/2017,NORTE,PARA,GASOLINA COMUM,112,R$/l,3.982,0.27,3.47,4.67,0.563,0.068,3.419,0.096,3.2562,3.6524,0.028,3,2017
26/03/2017,01/04/2017,NORDESTE,PARAIBA,GASOLINA COMUM,56,R$/l,3.574,0.121,3.449,3.86,0.411,0.034,3.163,0.065,3.03,3.2496,0.021,3,2017
26/03/2017,01/04/2017,SUL,PARANA,GASOLINA COMUM,361,R$/l,3.545,0.192,3.219,4.19,0.381,0.054,3.164,0.079,3.01,3.47,0.025,3,2017
26/03/2017,01/04/2017,NORDESTE,PERNAMBUCO,GASOLINA COMUM,202,R$/l,3.524,0.246,3.079,4.067,0.508,0.07,3.016,0.141,2.9,3.565,0.047,3,2017
26/03/2017,01/04/2017,NORDESTE,PIAUI,GASOLINA COMUM,63,R$/l,3.554,0.137,3.399,3.85,0.425,0.039,3.129,0.04,3.0743,3.2079,0.013,3,2017
26/03/2017,01/04/2017,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,412,R$/l,3.971,0.177,3.599,4.999,0.569,0.045,3.402,0.107,3.18,3.7415,0.031,3,2017
26/03/2017,01/04/2017,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,59,R$/l,3.802,0.087,3.69,3.97,0.409,0.023,3.393,0.052,3.3256,3.482,0.015,3,2017
26/03/2017,01/04/2017,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,376,R$/l,3.769,0.242,3.27,4.38,0.486,0.064,3.283,0.116,3.036,3.6047,0.035,3,2017
26/03/2017,01/04/2017,NORTE,RONDONIA,GASOLINA COMUM,65,R$/l,3.927,0.132,3.69,4.41,0.676,0.034,3.251,0.085,3.1595,3.4871,0.026,3,2017
26/03/2017,01/04/2017,NORTE,RORAIMA,GASOLINA COMUM,9,R$/l,3.731,0.041,3.68,3.83,0.555,0.011,3.176,0.081,3.04,3.3164,0.026,3,2017
26/03/2017,01/04/2017,SUL,SANTA CATARINA,GASOLINA COMUM,245,R$/l,3.646,0.167,3.258,4.23,0.491,0.046,3.155,0.109,2.95,3.39,0.035,3,2017
26/03/2017,01/04/2017,SUDESTE,SAO PAULO,GASOLINA COMUM,1625,R$/l,3.502,0.16,3.099,4.399,0.499,0.046,3.003,0.103,2.59,3.6139,0.034,3,2017
26/03/2017,01/04/2017,NORDESTE,SERGIPE,GASOLINA COMUM,37,R$/l,3.571,0.121,3.299,3.878,0.377,0.034,3.194,0.028,3.12,3.237,0.009,3,2017
26/03/2017,01/04/2017,NORTE,TOCANTINS,GASOLINA COMUM,41,R$/l,3.756,0.145,3.499,4.15,0.55,0.039,3.206,0.042,3.1403,3.2545,0.013,3,2017
