DATA_INICIAL,DATA FINAL,REGIAO,ESTADO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO,MES,ANO
24/03/2019,30/03/2019,CENTRO OESTE,GOIAS,ETANOL HIDRATADO,232,R$/l,2.811,0.21,2.46,3.39,0.4,0.075,2.411,0.148,2.2895,2.7723,0.061,3,2019
24/03/2019,30/03/2019,NORDESTE,MARANHAO,ETANOL HIDRATADO,44,R$/l,3.669,0.202,3.159,4.04,0.632,0.055,3.037,0.07,2.99,3.17,0.023,3,2019
24/03/2019,30/03/2019,CENTRO OESTE,MATO GROSSO,ETANOL HIDRATADO,160,R$/l,2.637,0.188,2.379,3.19,0.356,0.071,2.281,0.086,2.13,2.49,0.038,3,2019
24/03/2019,30/03/2019,CENTRO OESTE,MATO GROSSO DO SUL,ETANOL HIDRATADO,84,R$/l,3.407,0.176,3.199,3.799,0.339,0.052,3.068,0.062,2.9706,3.241,0.02,3,2019
24/03/2019,30/03/2019,SUDESTE,MINAS GERAIS,ETANOL HIDRATADO,586,R$/l,3.128,0.162,2.69,3.698,0.366,0.052,2.762,0.181,2.3189,3.2449,0.066,3,2019
24/03/2019,30/03/2019,NORTE,PARA,ETANOL HIDRATADO,52,R$/l,3.763,0.241,3.4,4.65,0.442,0.064,3.321,0.24,3.1494,3.9992,0.072,3,2019
24/03/2019,30/03/2019,NORDESTE,PARAIBA,ETANOL HIDRATADO,61,R$/l,3.133,0.194,2.899,3.799,0.24,0.062,2.893,0.106,2.7354,3.2273,0.037,3,2019
24/03/2019,30/03/2019,SUL,PARANA,ETANOL HIDRATADO,371,R$/l,3.072,0.133,2.79,3.699,0.38,0.043,2.692,0.131,2.2402,2.9655,0.049,3,2019
24/03/2019,30/03/2019,NORDESTE,PERNAMBUCO,ETANOL HIDRATADO,173,R$/l,3.28,0.132,3.099,3.759,0.244,0.04,3.036,0.087,2.92,3.3824,0.029,3,2019
24/03/2019,30/03/2019,NORDESTE,PIAUI,ETANOL HIDRATADO,48,R$/l,3.502,0.069,3.37,3.699,0.491,0.02,3.011,0.07,2.9869,3.1353,0.023,3,2019
24/03/2019,30/03/2019,SUDESTE,RIO DE JANEIRO,ETANOL HIDRATADO,406,R$/l,3.869,0.298,2.989,4.399,0.386,0.077,3.483,0.291,2.8234,3.9359,0.084,3,2019
24/03/2019,30/03/2019,NORDESTE,RIO GRANDE DO NORTE,ETANOL HIDRATADO,60,R$/l,3.432,0.079,3.199,3.59,0.454,0.023,2.978,0.075,2.9144,3.0757,0.025,3,2019
24/03/2019,30/03/2019,SUL,RIO GRANDE DO SUL,ETANOL HIDRATADO,172,R$/l,4.105,0.192,3.79,4.949,0.473,0.047,3.632,0.184,3.2855,4.0007,0.051,3,2019
24/03/2019,30/03/2019,NORTE,RONDONIA,ETANOL HIDRATADO,35,R$/l,3.822,0.31,3.39,4.5,0.348,0.081,3.474,0.24,3.1904,3.7326,0.069,3,2019
24/03/2019,30/03/2019,NORTE,RORAIMA,ETANOL HIDRATADO,3,R$/l,3.677,0.103,3.59,3.79,0.514,0.028,3.163,0.141,3.0689,3.3251,0.045,3,2019
24/03/2019,30/03/2019,SUL,SANTA CATARINA,ETANOL HIDRATADO,173,R$/l,3.591,0.143,3.199,3.99,0.374,0.04,3.217,0.108,2.999,3.3909,0.034,3,2019
24/03/2019,30/03/2019,SUDESTE,SAO PAULO,ETANOL HIDRATADO,1665,R$/l,2.834,0.148,2.399,3.699,0.366,0.052,2.468,0.109,2.22,2.8425,0.044,3,2019
24/03/2019,30/03/2019,NORDESTE,SERGIPE,ETANOL HIDRATADO,33,R$/l,3.521,0.131,3.18,3.639,0.355,0.037,3.166,0.063,3.0895,3.3368,0.02,3,2019
24/03/2019,30/03/2019,NORTE,TOCANTINS,ETANOL HIDRATADO,40,R$/l,3.671,0.202,3.29,3.999,0.536,0.055,3.135,0.258,2.8528,3.5974,0.082,3,2019
24/03/2019,30/03/2019,NORTE,ACRE,ÓLEO DIESEL,39,R$/l,4.603,0.187,4.18,4.84,0.649,0.041,3.954,0.186,3.3631,4.19,0.047,3,2019
24/03/2019,30/03/2019,NORDESTE,ALAGOAS,ÓLEO DIESEL,34,R$/l,3.709,0.166,3.49,4.165,0.311,0.045,3.398,0.11,3.14,3.52,0.032,3,2019
24/03/2019,30/03/2019,NORTE,AMAPA,ÓLEO DIESEL,15,R$/l,4.174,0.358,3.89,4.69,0.48,0.086,3.694,0.029,3.672,3.742,0.008,3,2019
24/03/2019,30/03/2019,NORTE,AMAZONAS,ÓLEO DIESEL,41,R$/l,3.725,0.185,3.55,4.1,0.361,0.05,3.364,0.079,3.1813,3.443,0.023,3,2019
24/03/2019,30/03/2019,NORDESTE,BAHIA,ÓLEO DIESEL,212,R$/l,3.522,0.151,3.25,4.3,0.344,0.043,3.178,0.077,3.08,3.4403,0.024,3,2019
24/03/2019,30/03/2019,NORDESTE,CEARA,ÓLEO DIESEL,62,R$/l,3.747,0.066,3.59,3.92,0.421,0.018,3.326,0.039,3.2476,3.4236,0.012,3,2019
24/03/2019,30/03/2019,CENTRO OESTE,DISTRITO FEDERAL,ÓLEO DIESEL,22,R$/l,3.681,0.105,3.499,3.819,0.329,0.029,3.352,0.079,3.22,3.415,0.024,3,2019
24/03/2019,30/03/2019,SUDESTE,ESPIRITO SANTO,ÓLEO DIESEL,75,R$/l,3.508,0.109,3.21,3.76,0.347,0.031,3.161,0.054,2.9682,3.2779,0.017,3,2019
24/03/2019,30/03/2019,CENTRO OESTE,GOIAS,ÓLEO DIESEL,144,R$/l,3.579,0.136,3.289,3.99,0.318,0.038,3.261,0.074,3.15,3.3843,0.023,3,2019
24/03/2019,30/03/2019,NORDESTE,MARANHAO,ÓLEO DIESEL,53,R$/l,3.625,0.128,3.359,3.87,0.404,0.035,3.221,0.087,3,3.33,0.027,3,2019
24/03/2019,30/03/2019,CENTRO OESTE,MATO GROSSO,ÓLEO DIESEL,91,R$/l,3.922,0.182,3.64,4.47,0.474,0.046,3.448,0.079,3.3312,3.6052,0.023,3,2019
24/03/2019,30/03/2019,CENTRO OESTE,MATO GROSSO DO SUL,ÓLEO DIESEL,58,R$/l,3.574,0.142,3.379,3.899,0.396,0.04,3.178,0.087,3.03,3.307,0.027,3,2019
24/03/2019,30/03/2019,SUDESTE,MINAS GERAIS,ÓLEO DIESEL,359,R$/l,3.621,0.143,3.199,4.359,0.356,0.039,3.265,0.081,3.1159,3.5073,0.025,3,2019
24/03/2019,30/03/2019,NORTE,PARA,ÓLEO DIESEL,68,R$/l,3.871,0.157,3.52,4.31,0.46,0.041,3.411,0.143,3.2023,3.876,0.042,3,2019
24/03/2019,30/03/2019,NORDESTE,PARAIBA,ÓLEO DIESEL,21,R$/l,3.523,0.097,3.37,3.759,0.333,0.028,3.19,0.055,3.12,3.2707,0.017,3,2019
24/03/2019,30/03/2019,SUL,PARANA,ÓLEO DIESEL,214,R$/l,3.335,0.102,3.099,3.65,0.323,0.031,3.012,0.083,2.84,3.2179,0.028,3,2019
24/03/2019,30/03/2019,NORDESTE,PERNAMBUCO,ÓLEO DIESEL,9,R$/l,3.675,0.069,3.549,3.769,0.345,0.019,3.33,0.116,3.2267,3.4299,0.035,3,2019
24/03/2019,30/03/2019,NORDESTE,PIAUI,ÓLEO DIESEL,36,R$/l,3.607,0.108,3.459,3.859,0.366,0.03,3.241,0.041,3.2,3.3097,0.013,3,2019
24/03/2019,30/03/2019,SUDESTE,RIO DE JANEIRO,ÓLEO DIESEL,227,R$/l,3.545,0.157,3.179,3.989,0.419,0.044,3.126,0.114,2.929,3.734,0.036,3,2019
24/03/2019,30/03/2019,NORDESTE,RIO GRANDE DO NORTE,ÓLEO DIESEL,54,R$/l,3.629,0.07,3.45,3.79,0.395,0.019,3.234,0.051,3.1765,3.3162,0.016,3,2019
24/03/2019,30/03/2019,SUL,RIO GRANDE DO SUL,ÓLEO DIESEL,218,R$/l,3.466,0.142,3.19,3.948,0.444,0.041,3.022,0.084,2.8354,3.237,0.028,3,2019
24/03/2019,30/03/2019,NORTE,RONDONIA,ÓLEO DIESEL,63,R$/l,3.813,0.112,3.599,4.08,0.474,0.029,3.339,0.076,3.1654,3.405,0.023,3,2019
24/03/2019,30/03/2019,NORTE,RORAIMA,ÓLEO DIESEL,12,R$/l,3.599,0.042,3.54,3.7,0.465,0.012,3.134,0.042,3.0869,3.2415,0.013,3,2019
24/03/2019,30/03/2019,SUL,SANTA CATARINA,ÓLEO DIESEL,104,R$/l,3.461,0.118,3.249,3.819,0.43,0.034,3.031,0.104,2.857,3.3014,0.034,3,2019
24/03/2019,30/03/2019,SUDESTE,SAO PAULO,ÓLEO DIESEL,812,R$/l,3.442,0.148,3.04,4.239,0.385,0.043,3.057,0.093,2.839,3.3378,0.03,3,2019
24/03/2019,30/03/2019,NORDESTE,SERGIPE,ÓLEO DIESEL,21,R$/l,3.588,0.112,3.45,3.792,0.329,0.031,3.259,0.098,3.16,3.2987,0.03,3,2019
24/03/2019,30/03/2019,NORTE,TOCANTINS,ÓLEO DIESEL,31,R$/l,3.547,0.326,3.25,4.95,0.405,0.092,3.142,0.057,3.05,3.2232,0.018,3,2019
24/03/2019,30/03/2019,NORTE,ACRE,ÓLEO DIESEL S10,38,R$/l,4.452,0.198,4.26,4.89,0.674,0.044,3.778,0.184,3.5274,4.31,0.049,3,2019
24/03/2019,30/03/2019,NORDESTE,ALAGOAS,ÓLEO DIESEL S10,39,R$/l,3.723,0.159,3.649,4.279,0.336,0.043,3.387,0.105,3.23,3.5589,0.031,3,2019
24/03/2019,30/03/2019,NORTE,AMAPA,ÓLEO DIESEL S10,11,R$/l,4.59,0.239,4.39,4.95,0.597,0.052,3.993,0.204,3.662,4.1474,0.051,3,2019
24/03/2019,30/03/2019,NORTE,AMAZONAS,ÓLEO DIESEL S10,47,R$/l,3.814,0.201,3.59,4.25,0.391,0.053,3.423,0.094,3.12,3.57,0.027,3,2019
24/03/2019,30/03/2019,NORDESTE,BAHIA,ÓLEO DIESEL S10,258,R$/l,3.617,0.174,3.34,4.415,0.367,0.048,3.25,0.081,3.13,3.5598,0.025,3,2019
24/03/2019,30/03/2019,NORDESTE,CEARA,ÓLEO DIESEL S10,211,R$/l,3.785,0.091,3.59,3.999,0.406,0.024,3.379,0.052,3.2456,3.5119,0.015,3,2019
24/03/2019,30/03/2019,CENTRO OESTE,DISTRITO FEDERAL,ÓLEO DIESEL S10,30,R$/l,3.826,0.105,3.627,4.088,0.406,0.027,3.42,0.07,3.307,3.484,0.02,3,2019
24/03/2019,30/03/2019,SUDESTE,ESPIRITO SANTO,ÓLEO DIESEL S10,91,R$/l,3.645,0.115,3.31,4.15,0.45,0.032,3.195,0.048,3.0135,3.3071,0.015,3,2019
24/03/2019,30/03/2019,CENTRO OESTE,GOIAS,ÓLEO DIESEL S10,173,R$/l,3.685,0.124,3.43,4.06,0.339,0.034,3.346,0.077,3.23,3.4477,0.023,3,2019
24/03/2019,30/03/2019,NORDESTE,MARANHAO,ÓLEO DIESEL S10,112,R$/l,3.681,0.094,3.399,3.91,0.388,0.026,3.293,0.135,3.05,3.58,0.041,3,2019
24/03/2019,30/03/2019,CENTRO OESTE,MATO GROSSO,ÓLEO DIESEL S10,131,R$/l,3.987,0.186,3.655,4.57,0.459,0.047,3.528,0.08,3.38,3.67,0.023,3,2019
24/03/2019,30/03/2019,CENTRO OESTE,MATO GROSSO DO SUL,ÓLEO DIESEL S10,69,R$/l,3.735,0.149,3.489,3.999,0.45,0.04,3.285,0.102,3.07,3.489,0.031,3,2019
24/03/2019,30/03/2019,SUDESTE,MINAS GERAIS,ÓLEO DIESEL S10,464,R$/l,3.713,0.135,3.299,4.439,0.351,0.036,3.362,0.098,3.1272,3.6933,0.029,3,2019
24/03/2019,30/03/2019,NORTE,PARA,ÓLEO DIESEL S10,111,R$/l,3.873,0.201,3.35,4.27,0.425,0.052,3.448,0.109,3.2473,3.7143,0.032,3,2019
24/03/2019,30/03/2019,NORDESTE,PARAIBA,ÓLEO DIESEL S10,57,R$/l,3.584,0.091,3.45,3.839,0.306,0.025,3.278,0.079,3.09,3.4689,0.024,3,2019
24/03/2019,30/03/2019,SUL,PARANA,ÓLEO DIESEL S10,279,R$/l,3.421,0.123,3.159,3.79,0.354,0.036,3.067,0.096,2.89,3.278,0.031,3,2019
24/03/2019,30/03/2019,NORDESTE,PERNAMBUCO,ÓLEO DIESEL S10,175,R$/l,3.559,0.112,3.299,3.899,0.362,0.031,3.197,0.078,3.1,3.4879,0.024,3,2019
24/03/2019,30/03/2019,NORDESTE,PIAUI,ÓLEO DIESEL S10,62,R$/l,3.694,0.103,3.49,3.959,0.416,0.028,3.278,0.039,3.2391,3.3484,0.012,3,2019
24/03/2019,30/03/2019,SUDESTE,RIO DE JANEIRO,ÓLEO DIESEL S10,314,R$/l,3.666,0.163,3.279,4.159,0.449,0.044,3.217,0.111,2.9918,3.732,0.035,3,2019
24/03/2019,30/03/2019,NORDESTE,RIO GRANDE DO NORTE,ÓLEO DIESEL S10,54,R$/l,3.767,0.081,3.59,3.9,0.399,0.022,3.368,0.048,3.3239,3.5127,0.014,3,2019
24/03/2019,30/03/2019,SUL,RIO GRANDE DO SUL,ÓLEO DIESEL S10,302,R$/l,3.568,0.159,3.199,4.088,0.434,0.045,3.134,0.109,2.925,3.5142,0.035,3,2019
24/03/2019,30/03/2019,NORTE,RONDONIA,ÓLEO DIESEL S10,65,R$/l,3.881,0.098,3.699,4.13,0.491,0.025,3.39,0.085,3.2146,3.5033,0.025,3,2019
24/03/2019,30/03/2019,NORTE,RORAIMA,ÓLEO DIESEL S10,13,R$/l,3.687,0.039,3.6,3.75,0.483,0.011,3.204,0.054,3.1507,3.3347,0.017,3,2019
24/03/2019,30/03/2019,SUL,SANTA CATARINA,ÓLEO DIESEL S10,230,R$/l,3.561,0.134,3.249,3.899,0.449,0.038,3.112,0.109,2.877,3.3209,0.035,3,2019
24/03/2019,30/03/2019,SUDESTE,SAO PAULO,ÓLEO DIESEL S10,1250,R$/l,3.559,0.163,3.099,4.426,0.4,0.046,3.159,0.101,2.9,3.4811,0.032,3,2019
24/03/2019,30/03/2019,NORDESTE,SERGIPE,ÓLEO DIESEL S10,42,R$/l,3.722,0.135,3.5,3.899,0.383,0.036,3.339,0.068,3.18,3.425,0.02,3,2019
24/03/2019,30/03/2019,NORTE,TOCANTINS,ÓLEO DIESEL S10,45,R$/l,3.561,0.298,3.25,5.07,0.394,0.084,3.167,0.079,3.02,3.279,0.025,3,2019
24/03/2019,30/03/2019,NORTE,ACRE,GASOLINA COMUM,39,R$/l,4.818,0.224,4.5,5.24,0.7,0.046,4.118,0.153,3.7921,4.36,0.037,3,2019
24/03/2019,30/03/2019,NORDESTE,ALAGOAS,GASOLINA COMUM,57,R$/l,4.479,0.203,4.1,5.18,0.492,0.045,3.987,0.074,3.86,4.101,0.019,3,2019
24/03/2019,30/03/2019,NORTE,AMAPA,GASOLINA COMUM,28,R$/l,3.998,0.219,3.74,4.49,0.356,0.055,3.642,0.04,3.5421,3.6978,0.011,3,2019
24/03/2019,30/03/2019,NORTE,AMAZONAS,GASOLINA COMUM,73,R$/l,4.327,0.322,3.89,5.17,0.646,0.074,3.681,0.145,3.4,3.93,0.039,3,2019
24/03/2019,30/03/2019,NORDESTE,BAHIA,GASOLINA COMUM,333,R$/l,4.576,0.145,4.208,5.099,0.608,0.032,3.968,0.097,3.8,4.3417,0.024,3,2019
24/03/2019,30/03/2019,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.563,0.043,4.42,4.75,0.579,0.009,3.984,0.071,3.8697,4.1769,0.018,3,2019
24/03/2019,30/03/2019,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,47,R$/l,4.313,0.101,4.099,4.67,0.374,0.023,3.939,0.054,3.8114,4.043,0.014,3,2019
24/03/2019,30/03/2019,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,116,R$/l,4.407,0.146,4.19,4.98,0.495,0.033,3.912,0.072,3.7821,4.1468,0.018,3,2019
24/03/2019,30/03/2019,CENTRO OESTE,GOIAS,GASOLINA COMUM,228,R$/l,4.312,0.189,4.02,4.94,0.369,0.044,3.943,0.098,3.8569,4.1624,0.025,3,2019
24/03/2019,30/03/2019,NORDESTE,MARANHAO,GASOLINA COMUM,123,R$/l,4.322,0.141,4.099,4.77,0.496,0.033,3.826,0.133,3.6,4.29,0.035,3,2019
24/03/2019,30/03/2019,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,158,R$/l,4.478,0.17,4.169,5.05,0.545,0.038,3.933,0.105,3.785,4.21,0.027,3,2019
24/03/2019,30/03/2019,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,88,R$/l,4.066,0.207,3.859,4.599,0.317,0.051,3.749,0.059,3.6749,3.97,0.016,3,2019
24/03/2019,30/03/2019,SUDESTE,MINAS GERAIS,GASOLINA COMUM,585,R$/l,4.645,0.152,4.299,5.149,0.376,0.033,4.269,0.105,3.4193,4.4738,0.025,3,2019
24/03/2019,30/03/2019,NORTE,PARA,GASOLINA COMUM,115,R$/l,4.494,0.251,3.999,5.19,0.439,0.056,4.055,0.074,3.92,4.2459,0.018,3,2019
24/03/2019,30/03/2019,NORDESTE,PARAIBA,GASOLINA COMUM,62,R$/l,4.045,0.17,3.799,4.599,0.252,0.042,3.793,0.078,3.6528,4.0479,0.021,3,2019
24/03/2019,30/03/2019,SUL,PARANA,GASOLINA COMUM,367,R$/l,4.184,0.162,3.859,4.799,0.31,0.039,3.874,0.094,3.55,4.129,0.024,3,2019
24/03/2019,30/03/2019,NORDESTE,PERNAMBUCO,GASOLINA COMUM,193,R$/l,4.281,0.199,4,4.799,0.367,0.046,3.914,0.1,3.6905,4.3209,0.026,3,2019
24/03/2019,30/03/2019,NORDESTE,PIAUI,GASOLINA COMUM,68,R$/l,4.593,0.068,4.4,4.699,0.632,0.015,3.961,0.092,3.8905,4.2091,0.023,3,2019
24/03/2019,30/03/2019,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,420,R$/l,4.801,0.184,4.349,5.988,0.458,0.038,4.343,0.111,4,4.6489,0.026,3,2019
24/03/2019,30/03/2019,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,62,R$/l,4.418,0.067,4.099,4.49,0.508,0.015,3.91,0.045,3.795,3.9769,0.012,3,2019
24/03/2019,30/03/2019,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,361,R$/l,4.588,0.136,4.159,5.099,0.547,0.03,4.041,0.105,3.6966,4.457,0.026,3,2019
24/03/2019,30/03/2019,NORTE,RONDONIA,GASOLINA COMUM,71,R$/l,4.524,0.092,4.39,4.85,0.641,0.02,3.883,0.091,3.74,4.07,0.023,3,2019
24/03/2019,30/03/2019,NORTE,RORAIMA,GASOLINA COMUM,13,R$/l,3.978,0.025,3.9,3.99,0.441,0.006,3.537,0.057,3.4713,3.6674,0.016,3,2019
24/03/2019,30/03/2019,SUL,SANTA CATARINA,GASOLINA COMUM,252,R$/l,4.134,0.11,3.89,4.45,0.352,0.027,3.782,0.078,3.626,3.984,0.021,3,2019
24/03/2019,30/03/2019,SUDESTE,SAO PAULO,GASOLINA COMUM,1637,R$/l,4.109,0.179,3.599,4.999,0.395,0.044,3.714,0.11,2.93,4.1886,0.03,3,2019
24/03/2019,30/03/2019,NORDESTE,SERGIPE,GASOLINA COMUM,42,R$/l,4.423,0.163,4.14,4.599,0.42,0.037,4.003,0.044,3.88,4.07,0.011,3,2019
24/03/2019,30/03/2019,NORTE,TOCANTINS,GASOLINA COMUM,46,R$/l,4.51,0.215,4.1,5.69,0.444,0.048,4.066,0.071,3.94,4.229,0.017,3,2019
24/03/2019,30/03/2019,NORTE,ACRE,GLP,27,R$/13Kg,80.412,3.105,75,85,10.684,0.039,69.728,1.99,67.04,71.49,0.029,3,2019
24/03/2019,30/03/2019,NORDESTE,ALAGOAS,GLP,26,R$/13Kg,64.929,2.747,60,73,16.871,0.042,48.058,2.051,45.13,51.23,0.043,3,2019
24/03/2019,30/03/2019,NORTE,AMAPA,GLP,15,R$/13Kg,78.207,3.645,73,84,14.266,0.047,63.941,4.943,58.01,65,0.077,3,2019
24/03/2019,30/03/2019,NORTE,AMAZONAS,GLP,56,R$/13Kg,72.303,6.619,65,90,9.287,0.092,63.016,2.884,60.75,71.02,0.046,3,2019
24/03/2019,30/03/2019,NORDESTE,BAHIA,GLP,201,R$/13Kg,62.596,5.092,50,82,14.262,0.081,48.334,4.247,41.13,60,0.088,3,2019
24/03/2019,30/03/2019,NORDESTE,CEARA,GLP,131,R$/13Kg,74.92,4.462,65,85,21.744,0.06,53.176,2.2,46.99,55.9,0.041,3,2019
24/03/2019,30/03/2019,CENTRO OESTE,DISTRITO FEDERAL,GLP,42,R$/13Kg,73.548,4.945,65,95,21.605,0.067,51.943,7.877,44,62.82,0.152,3,2019
24/03/2019,30/03/2019,SUDESTE,ESPIRITO SANTO,GLP,115,R$/13Kg,64.177,3.52,55,75,15.695,0.055,48.482,1.85,46.6,60,0.038,3,2019
24/03/2019,30/03/2019,CENTRO OESTE,GOIAS,GLP,209,R$/13Kg,72.659,5.065,55,80,16.59,0.07,56.069,4.5,45.57,61.6,0.08,3,2019
24/03/2019,30/03/2019,NORDESTE,MARANHAO,GLP,69,R$/13Kg,70.279,7.191,64.99,90,13.784,0.102,56.495,4.737,45.33,61.08,0.084,3,2019
24/03/2019,30/03/2019,CENTRO OESTE,MATO GROSSO,GLP,95,R$/13Kg,95.846,7.652,70,110,21.268,0.08,74.578,12.929,52.36,90,0.173,3,2019
24/03/2019,30/03/2019,CENTRO OESTE,MATO GROSSO DO SUL,GLP,115,R$/13Kg,70.273,8.467,57,95,15.141,0.12,55.132,5.932,45.23,72,0.108,3,2019
24/03/2019,30/03/2019,SUDESTE,MINAS GERAIS,GLP,507,R$/13Kg,70.279,5.271,55,92,17.153,0.075,53.126,4.802,45.87,72.15,0.09,3,2019
24/03/2019,30/03/2019,NORTE,PARA,GLP,156,R$/13Kg,76.621,8.63,63,100,15.595,0.113,61.026,5.313,53.19,74,0.087,3,2019
24/03/2019,30/03/2019,NORDESTE,PARAIBA,GLP,56,R$/13Kg,67.771,2.377,65,70,13.591,0.035,54.18,5.025,43.84,60,0.093,3,2019
24/03/2019,30/03/2019,SUL,PARANA,GLP,402,R$/13Kg,69.99,6.155,55,85,17.562,0.088,52.428,5.111,44.5,65,0.097,3,2019
24/03/2019,30/03/2019,NORDESTE,PERNAMBUCO,GLP,165,R$/13Kg,65.796,3.246,60,78,14.472,0.049,51.324,4.663,32,60,0.091,3,2019
24/03/2019,30/03/2019,NORDESTE,PIAUI,GLP,35,R$/13Kg,68.455,6.924,63,85,15.633,0.101,52.822,3.404,45.51,54.29,0.064,3,2019
24/03/2019,30/03/2019,SUDESTE,RIO DE JANEIRO,GLP,223,R$/13Kg,65.058,5.881,53,80,17.697,0.09,47.361,3.872,41.75,57.9,0.082,3,2019
24/03/2019,30/03/2019,NORDESTE,RIO GRANDE DO NORTE,GLP,43,R$/13Kg,68.809,2.215,65,73,16.941,0.032,51.868,1.272,48.99,53,0.025,3,2019
24/03/2019,30/03/2019,SUL,RIO GRANDE DO SUL,GLP,374,R$/13Kg,70.178,5.405,58,90,19.812,0.077,50.366,6.032,40.96,67,0.12,3,2019
24/03/2019,30/03/2019,NORTE,RONDONIA,GLP,57,R$/13Kg,78.467,6.29,68,91,14.655,0.08,63.812,1.956,61.59,65.82,0.031,3,2019
24/03/2019,30/03/2019,NORTE,RORAIMA,GLP,24,R$/13Kg,84.708,0.464,84,85,13.618,0.005,71.09,0.002,71.08,71.09,0,3,2019
24/03/2019,30/03/2019,SUL,SANTA CATARINA,GLP,100,R$/13Kg,71.11,4.737,65,86,19.516,0.067,51.594,3.195,42.05,57.8,0.062,3,2019
24/03/2019,30/03/2019,SUDESTE,SAO PAULO,GLP,1017,R$/13Kg,67.751,6.096,50,90,17.568,0.09,50.183,4.811,40.15,72,0.096,3,2019
24/03/2019,30/03/2019,NORDESTE,SERGIPE,GLP,26,R$/13Kg,70.694,5.58,60,80,15.934,0.079,54.76,2.05,52.22,56.75,0.037,3,2019
24/03/2019,30/03/2019,NORTE,TOCANTINS,GLP,88,R$/13Kg,78.684,7.532,63,90,24.133,0.096,54.551,7.743,46.79,70,0.142,3,2019
24/03/2019,30/03/2019,NORDESTE,ALAGOAS,GNV,5,R$/m3,3.455,0.005,3.45,3.459,0.931,0.001,2.524,0,2.5236,2.5236,0,3,2019
24/03/2019,30/03/2019,NORTE,AMAZONAS,GNV,2,R$/m3,3.175,0.035,3.15,3.199,0.689,0.011,2.486,0.02,2.4713,2.5,0.008,3,2019
24/03/2019,30/03/2019,NORDESTE,BAHIA,GNV,17,R$/m3,3.138,0.172,2.99,3.78,0.917,0.055,2.221,0.319,1.8698,3.1058,0.144,3,2019
24/03/2019,30/03/2019,NORDESTE,CEARA,GNV,13,R$/m3,3.618,0.057,3.479,3.691,0.848,0.016,2.77,0.003,2.766,2.7705,0.001,3,2019
24/03/2019,30/03/2019,SUDESTE,ESPIRITO SANTO,GNV,17,R$/m3,3.197,0.153,3.19,3.66,0.967,0.048,2.23,0,2.23,2.23,0,3,2019
24/03/2019,30/03/2019,NORDESTE,MARANHAO,GNV,1,R$/m3,3.699,0,3.699,3.699,,0,,,,,,3,2019
24/03/2019,30/03/2019,CENTRO OESTE,MATO GROSSO DO SUL,GNV,2,R$/m3,2.912,0.107,2.898,3.049,0.717,0.037,2.195,0,2.1949,2.1949,0,3,2019
24/03/2019,30/03/2019,SUDESTE,MINAS GERAIS,GNV,6,R$/m3,3.395,0.064,3.379,3.52,,0.019,,,,,,3,2019
24/03/2019,30/03/2019,NORDESTE,PARAIBA,GNV,8,R$/m3,3.71,0.047,3.59,3.739,0.619,0.013,3.091,0.031,3.0471,3.0915,0.01,3,2019
24/03/2019,30/03/2019,SUL,PARANA,GNV,4,R$/m3,3.119,0.054,3.089,3.199,,0.017,,,,,,3,2019
24/03/2019,30/03/2019,NORDESTE,PERNAMBUCO,GNV,13,R$/m3,2.699,0.278,2.699,3.7,0.993,0.103,1.706,0,1.7055,1.7055,0,3,2019
24/03/2019,30/03/2019,SUDESTE,RIO DE JANEIRO,GNV,108,R$/m3,3.072,0.275,2.799,3.799,0.682,0.09,2.39,0.128,2.185,2.6351,0.054,3,2019
24/03/2019,30/03/2019,NORDESTE,RIO GRANDE DO NORTE,GNV,8,R$/m3,3.611,0.052,3.59,3.69,0.816,0.014,2.795,0,2.795,2.795,0,3,2019
24/03/2019,30/03/2019,SUL,RIO GRANDE DO SUL,GNV,22,R$/m3,3.42,0.099,3.23,3.699,0.711,0.029,2.709,0.445,1.9808,2.7938,0.164,3,2019
24/03/2019,30/03/2019,SUL,SANTA CATARINA,GNV,26,R$/m3,2.865,0.149,2.589,2.999,0.496,0.052,2.369,0.221,1.9862,2.3694,0.093,3,2019
24/03/2019,30/03/2019,SUDESTE,SAO PAULO,GNV,50,R$/m3,2.859,0.229,2.499,3.43,0.496,0.08,2.363,0.343,2.2416,3.0699,0.145,3,2019
